danceability,energy,loudness,speechiness,instrumentalness,liveness,valence,tempo,genre
0.512,0.891,-3.084,0.0843,0.0,0.155,0.298,127.956,progressivehouse
0.532,0.836,-2.652,0.0433,0.0,0.223,0.375,128.149,progressivehouse
0.532,0.812,-2.507,0.0547,0.0,0.124,0.207,128.063,progressivehouse
0.627,0.668,-4.71,0.0453,1.07e-06,0.37,0.123,127.995,progressivehouse
0.483,0.878,-5.252,0.0363,0.29,0.0587,0.344,127.988,progressivehouse
0.438,0.856,-4.158,0.0584,6.27e-06,0.375,0.49,127.991,progressivehouse
0.503,0.748,-4.124,0.0619,0.0,0.343,0.356,125.896,progressivehouse
0.495,0.831,-5.812,0.0319,4.79e-05,0.495,0.414,128.064,progressivehouse
0.56,0.729,-6.831,0.0581,0.000302,0.334,0.136,128.002,progressivehouse
0.361,0.743,-5.252,0.0477,0.00113,0.115,0.419,127.957,progressivehouse
0.511,0.799,-4.143,0.057,0.0015,0.392,0.443,128.039,progressivehouse
0.5,0.674,-4.388,0.0501,0.0,0.151,0.19,128.138,progressivehouse
0.584,0.86,-2.687,0.0467,4.35e-06,0.132,0.109,128.026,progressivehouse
0.418,0.851,-3.401,0.0678,1.68e-05,0.67,0.33,126.049,progressivehouse
0.585,0.862,-5.379,0.0582,0.0,0.117,0.485,128.048,progressivehouse
0.577,0.905,-5.382,0.0355,0.00257,0.446,0.213,127.982,progressivehouse
0.424,0.854,-2.671,0.0415,0.0,0.124,0.0842,127.912,progressivehouse
0.539,0.976,-2.688,0.14,0.000913,0.187,0.0671,128.079,progressivehouse
0.509,0.788,-7.237,0.0398,1.92e-06,0.0905,0.185,126.969,progressivehouse
0.611,0.909,-3.967,0.0493,0.00501,0.0829,0.215,128.039,progressivehouse
0.535,0.785,-6.451,0.0503,0.21,0.152,0.24,128.015,progressivehouse
0.421,0.798,-3.465,0.046,0.0,0.162,0.268,128.176,progressivehouse
0.45,0.898,-3.604,0.0395,0.0616,0.166,0.22,127.983,progressivehouse
0.594,0.891,-3.475,0.0534,0.00126,0.0447,0.639,126.999,progressivehouse
0.546,0.912,-3.447,0.108,1.46e-06,0.333,0.469,127.984,progressivehouse
0.49,0.714,-6.163,0.0525,0.0,0.447,0.341,130.142,progressivehouse
0.571,0.903,-2.184,0.214,1.23e-06,0.186,0.477,127.951,progressivehouse
0.596,0.997,-2.175,0.316,1.65e-05,0.756,0.471,128.026,progressivehouse
0.421,0.814,-5.051,0.0402,0.0,0.0713,0.326,128.118,progressivehouse
0.632,0.95,-2.6,0.031,0.828,0.0621,0.135,127.994,progressivehouse
0.718,0.727,-6.506,0.0526,0.0315,0.0514,0.472,128.0,progressivehouse
0.623,0.942,-6.056,0.0977,0.897,0.186,0.286,127.99,progressivehouse
0.483,0.824,-3.248,0.0459,7.48e-06,0.396,0.389,128.069,progressivehouse
0.606,0.636,-3.182,0.0434,0.0,0.095,0.0768,127.981,progressivehouse
0.542,0.795,-3.131,0.0379,2.89e-06,0.313,0.251,128.959,progressivehouse
0.662,0.884,-4.104,0.0599,3.7e-05,0.087,0.484,128.029,progressivehouse
0.565,0.829,-4.449,0.0437,0.0,0.0758,0.143,128.012,progressivehouse
0.526,0.771,-4.099,0.0666,0.0,0.151,0.342,127.952,progressivehouse
0.558,0.88,-3.255,0.0976,0.0,0.473,0.175,127.8,progressivehouse
0.582,0.885,-4.501,0.0542,0.00488,0.27,0.213,127.966,progressivehouse
0.448,0.893,-6.074,0.0575,0.0,0.355,0.254,127.962,progressivehouse
0.41,0.933,-3.873,0.0567,0.0,0.0917,0.292,130.041,progressivehouse
0.57,0.816,-6.356,0.0356,0.846,0.229,0.624,126.001,progressivehouse
0.539,0.826,-5.01,0.0799,0.0,0.0773,0.296,128.026,progressivehouse
0.689,0.666,-5.875,0.0584,1.04e-06,0.213,0.415,128.035,progressivehouse
0.512,0.874,-3.775,0.128,2.87e-06,0.217,0.323,128.071,progressivehouse
0.482,0.887,-6.58,0.0367,0.956,0.0704,0.0387,128.001,progressivehouse
0.576,0.815,-5.155,0.082,0.0421,0.0796,0.375,127.981,progressivehouse
0.507,0.665,-7.598,0.0474,0.0,0.0759,0.4,126.879,progressivehouse
0.623,0.776,-4.551,0.0524,0.0,0.112,0.389,127.995,progressivehouse
0.525,0.706,-5.287,0.0515,0.0,0.136,0.491,128.181,progressivehouse
0.553,0.928,-2.931,0.0736,0.0,0.12,0.248,127.923,progressivehouse
0.625,0.906,-3.042,0.0407,0.716,0.0856,0.317,128.003,progressivehouse
0.424,0.712,-4.758,0.0683,0.0,0.11,0.135,125.972,progressivehouse
0.612,0.84,-3.145,0.0509,0.0,0.116,0.438,129.042,progressivehouse
0.446,0.808,-6.024,0.0803,1.37e-06,0.3,0.203,128.036,progressivehouse
0.53,0.764,-4.171,0.0375,0.0,0.286,0.0732,127.929,progressivehouse
0.574,0.847,-4.687,0.0298,0.00904,0.201,0.641,129.005,progressivehouse
0.715,0.903,-3.74,0.0867,9.41e-05,0.065,0.547,128.001,progressivehouse
0.666,0.913,-1.979,0.0704,0.000131,0.623,0.167,128.096,progressivehouse
0.702,0.548,-8.508,0.0482,0.944,0.0521,0.526,128.006,progressivehouse
0.604,0.699,-5.805,0.0624,0.0,0.341,0.367,128.056,progressivehouse
0.554,0.717,-6.688,0.0599,0.000854,0.022,0.306,128.048,progressivehouse
0.51,0.733,-7.419,0.0755,0.0,0.122,0.323,127.854,progressivehouse
0.546,0.772,-5.311,0.0477,0.0,0.0733,0.251,127.942,progressivehouse
0.586,0.694,-5.31,0.0463,0.0,0.664,0.367,128.047,progressivehouse
0.49,0.891,-3.101,0.0646,0.0,0.162,0.306,126.223,progressivehouse
0.575,0.839,-4.816,0.0411,0.0,0.126,0.488,129.031,progressivehouse
0.42,0.751,-5.868,0.0509,0.0,0.728,0.311,128.143,progressivehouse
0.543,0.867,-4.394,0.056,0.00021,0.2,0.316,128.017,progressivehouse
0.667,0.773,-2.263,0.0505,2.64e-05,0.15,0.285,125.973,progressivehouse
0.666,0.918,-2.881,0.141,3.73e-06,0.244,0.605,127.977,progressivehouse
0.535,0.755,-4.043,0.0454,0.0,0.262,0.0873,128.07,progressivehouse
0.551,0.612,-5.758,0.0336,0.0,0.616,0.154,127.01,progressivehouse
0.295,0.841,-2.287,0.0563,2.35e-05,0.22,0.0728,127.998,progressivehouse
0.552,0.829,-3.67,0.0382,0.577,0.114,0.573,127.035,progressivehouse
0.529,0.704,-2.691,0.0411,0.0,0.646,0.267,124.228,progressivehouse
0.562,0.799,-5.443,0.0739,0.00514,0.146,0.0522,127.912,progressivehouse
0.553,0.813,-5.456,0.0982,0.824,0.194,0.311,125.966,progressivehouse
0.688,0.964,-2.095,0.152,0.000116,0.339,0.789,128.021,progressivehouse
0.511,0.765,-3.674,0.0639,0.0,0.24,0.401,132.028,progressivehouse
0.424,0.694,-4.912,0.0386,0.000937,0.133,0.0801,128.034,progressivehouse
0.513,0.689,-3.548,0.0359,0.0,0.248,0.41,128.097,progressivehouse
0.58,0.886,-4.478,0.147,0.0,0.0738,0.685,127.954,progressivehouse
0.638,0.963,-2.428,0.0546,0.00123,0.461,0.0635,128.007,progressivehouse
0.225,0.813,-4.877,0.041,0.492,0.699,0.202,128.018,progressivehouse
0.569,0.808,-3.719,0.0279,9.99e-05,0.077,0.433,128.089,progressivehouse
0.648,0.9,-3.771,0.0791,0.0638,0.0913,0.335,128.028,progressivehouse
0.569,0.946,-1.917,0.0517,1.11e-05,0.387,0.186,128.08,progressivehouse
0.557,0.939,-3.963,0.065,0.00237,0.0909,0.368,126.047,progressivehouse
0.575,0.952,-4.696,0.0635,1.4e-06,0.0986,0.41,126.014,progressivehouse
0.716,0.855,-5.562,0.0781,1.1e-05,0.185,0.192,127.99,progressivehouse
0.551,0.96,-4.412,0.157,0.339,0.494,0.229,128.028,progressivehouse
0.379,0.805,-3.77,0.0401,0.0,0.075,0.27,127.965,progressivehouse
0.58,0.932,-4.766,0.15,0.0635,0.18,0.382,128.008,progressivehouse
0.61,0.982,-3.411,0.133,0.228,0.397,0.14,128.081,progressivehouse
0.575,0.847,-4.687,0.0298,0.00904,0.201,0.641,129.004,progressivehouse
0.488,0.736,-5.083,0.0512,0.0,0.718,0.235,128.047,progressivehouse
0.683,0.472,-5.917,0.0485,2.42e-06,0.0796,0.142,127.988,progressivehouse
0.63,0.873,-4.717,0.113,0.182,0.078,0.285,127.989,progressivehouse
0.513,0.939,-3.749,0.0748,0.0,0.799,0.378,127.996,progressivehouse
0.448,0.917,-3.278,0.0483,1.13e-05,0.151,0.243,127.976,progressivehouse
0.601,0.714,-5.621,0.0551,1.11e-05,0.306,0.31,127.951,progressivehouse
0.562,0.871,-4.788,0.0646,1.47e-06,0.351,0.351,130.043,progressivehouse
0.539,0.912,-3.113,0.0454,0.0,0.252,0.233,128.016,progressivehouse
0.659,0.792,-3.529,0.0457,0.0,0.0649,0.403,128.035,progressivehouse
0.627,0.636,-5.659,0.0615,0.0,0.3,0.389,123.94,progressivehouse
0.506,0.82,-3.658,0.0462,1.26e-06,0.159,0.366,127.658,progressivehouse
0.558,0.889,-3.408,0.0838,0.0,0.0667,0.589,127.991,progressivehouse
0.491,0.885,-4.058,0.0663,0.0,0.324,0.316,130.061,progressivehouse
0.373,0.843,-4.766,0.106,0.0,0.0423,0.172,128.134,progressivehouse
0.589,0.776,-3.079,0.0486,0.0,0.287,0.381,128.054,progressivehouse
0.571,0.876,-7.403,0.0462,7.1e-06,0.104,0.319,128.005,progressivehouse
0.482,0.887,-4.344,0.092,0.0,0.256,0.501,125.945,progressivehouse
0.529,0.787,-7.192,0.0351,0.189,0.613,0.326,127.057,progressivehouse
0.609,0.824,-8.251,0.0795,2.88e-05,0.134,0.36,127.072,progressivehouse
0.557,0.973,-2.878,0.169,0.698,0.361,0.302,128.003,progressivehouse
0.643,0.718,-5.654,0.0527,0.00022,0.101,0.0698,128.038,progressivehouse
0.5,0.679,-2.927,0.0337,0.0,0.0783,0.197,124.073,progressivehouse
0.666,0.644,-7.299,0.0534,0.0,0.18,0.498,128.057,progressivehouse
0.588,0.842,-4.304,0.0451,1.51e-06,0.313,0.46,128.032,progressivehouse
0.481,0.922,-4.17,0.0639,0.0018,0.0971,0.237,127.928,progressivehouse
0.515,0.565,-6.523,0.119,6.65e-06,0.0547,0.235,128.027,progressivehouse
0.425,0.742,-5.098,0.0386,0.00077,0.112,0.215,127.978,progressivehouse
0.577,0.851,-3.975,0.0339,0.000462,0.118,0.396,129.952,progressivehouse
0.604,0.934,-5.211,0.0672,0.729,0.786,0.322,126.012,progressivehouse
0.564,0.615,-6.066,0.0314,0.0,0.114,0.248,127.932,progressivehouse
0.605,0.813,-1.59,0.113,2.81e-05,0.305,0.464,128.085,progressivehouse
0.592,0.811,-6.896,0.0646,0.00358,0.165,0.0998,128.057,progressivehouse
0.636,0.841,-5.729,0.247,0.109,0.38,0.331,128.102,progressivehouse
0.472,0.734,-6.605,0.0372,0.0,0.598,0.186,128.02,progressivehouse
0.656,0.823,-3.123,0.0459,2.08e-05,0.118,0.426,128.017,progressivehouse
0.579,0.793,-5.629,0.0582,0.00406,0.412,0.0349,127.979,progressivehouse
0.594,0.683,-5.987,0.0357,0.000526,0.105,0.162,127.905,progressivehouse
0.676,0.887,-2.484,0.0628,4.61e-05,0.347,0.218,127.983,progressivehouse
0.501,0.827,-3.418,0.0502,0.0,0.173,0.161,127.98,progressivehouse
0.406,0.711,-4.784,0.0604,0.0,0.872,0.243,125.623,progressivehouse
0.649,0.784,-4.266,0.0325,0.000474,0.0878,0.289,127.985,progressivehouse
0.505,0.444,-5.947,0.088,0.0035,0.136,0.3,127.946,progressivehouse
0.598,0.882,-2.894,0.0954,0.0,0.0793,0.25,125.979,progressivehouse
0.423,0.937,-3.865,0.0558,0.0,0.0917,0.292,130.069,progressivehouse
0.706,0.694,-6.958,0.0346,0.000316,0.656,0.0706,128.012,progressivehouse
0.533,0.807,-3.597,0.0457,0.0,0.0608,0.369,125.025,progressivehouse
0.494,0.855,-6.686,0.0428,2.01e-05,0.488,0.275,131.996,progressivehouse
0.612,0.68,-4.925,0.0346,0.0,0.0786,0.346,127.909,progressivehouse
0.527,0.874,-4.691,0.0382,0.363,0.347,0.288,127.956,progressivehouse
0.56,0.947,-3.098,0.131,0.0467,0.327,0.238,128.011,progressivehouse
0.622,0.838,-1.582,0.0909,0.0,0.123,0.534,127.985,progressivehouse
0.421,0.705,-4.423,0.0381,8.29e-06,0.199,0.496,127.946,progressivehouse
0.548,0.921,-2.353,0.0889,0.06,0.124,0.421,127.997,progressivehouse
0.523,0.861,-3.447,0.0644,0.0,0.144,0.346,127.049,progressivehouse
0.556,0.958,-2.863,0.0797,0.000203,0.0617,0.431,127.995,progressivehouse
0.699,0.786,-6.441,0.0489,0.000689,0.0615,0.641,128.034,progressivehouse
0.67,0.754,-4.615,0.234,0.000193,0.144,0.424,125.945,progressivehouse
0.497,0.938,-2.966,0.244,0.0,0.148,0.0965,127.936,progressivehouse
0.447,0.824,-4.585,0.0565,0.0,0.168,0.135,127.841,progressivehouse
0.539,0.825,-3.972,0.0678,0.0,0.172,0.233,127.95,progressivehouse
0.535,0.864,-4.999,0.0535,0.0106,0.116,0.129,134.006,progressivehouse
0.494,0.77,-4.563,0.0414,0.0,0.546,0.147,127.054,progressivehouse
0.451,0.955,-4.361,0.0899,0.0259,0.0889,0.4,127.91,progressivehouse
0.568,0.869,-6.492,0.0743,0.247,0.611,0.282,128.018,progressivehouse
0.638,0.831,-5.39,0.049,0.767,0.11,0.376,126.004,progressivehouse
0.652,0.941,-5.598,0.0589,0.148,0.257,0.146,128.011,progressivehouse
0.428,0.695,-4.63,0.0437,4.12e-06,0.117,0.214,128.111,progressivehouse
0.489,0.755,-4.649,0.0499,1.94e-06,0.0669,0.432,128.053,progressivehouse
0.573,0.929,-3.942,0.109,0.000112,0.0567,0.582,127.934,progressivehouse
0.556,0.885,-4.045,0.0321,1.95e-06,0.138,0.771,125.997,progressivehouse
0.577,0.952,-4.939,0.0362,0.871,0.196,0.56,127.993,progressivehouse
0.45,0.836,-4.265,0.051,0.0,0.22,0.236,128.006,progressivehouse
0.37,0.823,-6.245,0.0805,1.91e-06,0.174,0.323,128.008,progressivehouse
0.481,0.566,-5.392,0.0414,0.0,0.0776,0.351,128.063,progressivehouse
0.51,0.779,-5.302,0.0806,0.0,0.123,0.478,127.96,progressivehouse
0.392,0.828,-3.745,0.0502,4.6e-06,0.0756,0.207,128.091,progressivehouse
0.495,0.791,-3.799,0.0656,0.0,0.0863,0.13,127.99,progressivehouse
0.506,0.805,-4.119,0.0469,0.00193,0.0856,0.383,126.008,progressivehouse
0.731,0.783,-4.364,0.257,0.168,0.392,0.412,128.075,progressivehouse
0.59,0.647,-5.06,0.033,4.52e-05,0.0921,0.393,127.979,progressivehouse
0.672,0.78,-6.802,0.0369,0.000103,0.33,0.193,125.994,progressivehouse
0.536,0.742,-4.969,0.054,0.0,0.088,0.302,127.907,progressivehouse
0.558,0.872,-4.415,0.0463,1.29e-05,0.073,0.105,127.934,progressivehouse
0.545,0.831,-5.214,0.0494,0.0,0.0968,0.183,125.955,progressivehouse
0.6,0.821,-7.283,0.038,0.718,0.166,0.193,128.022,progressivehouse
0.428,0.783,-4.086,0.0544,0.0,0.348,0.344,127.981,progressivehouse
0.489,0.808,-5.423,0.0344,0.306,0.095,0.248,127.994,progressivehouse
0.498,0.609,-5.25,0.0393,0.0,0.3,0.257,128.034,progressivehouse
0.557,0.832,-4.336,0.0421,8.17e-06,0.163,0.481,128.066,progressivehouse
0.531,0.863,-3.647,0.0445,0.0,0.196,0.407,128.125,progressivehouse
0.568,0.864,-4.587,0.0378,0.539,0.172,0.0941,127.97,progressivehouse
0.532,0.944,-3.821,0.0779,0.0818,0.29,0.289,127.961,progressivehouse
0.552,0.929,-3.026,0.174,0.0,0.08,0.193,128.053,progressivehouse
0.579,0.811,-5.038,0.0296,0.00123,0.574,0.663,128.994,progressivehouse
0.669,0.663,-5.339,0.223,0.000403,0.104,0.51,127.99,progressivehouse
0.622,0.761,-4.74,0.0372,0.802,0.0699,0.314,127.014,progressivehouse
0.648,0.876,-5.042,0.0497,0.0318,0.0566,0.18,127.998,progressivehouse
0.575,0.608,-9.305,0.0539,0.0,0.276,0.349,127.989,progressivehouse
0.719,0.799,-4.805,0.0551,3.94e-05,0.29,0.266,125.993,progressivehouse
0.567,0.772,-4.261,0.058,3.25e-05,0.254,0.11,128.074,progressivehouse
0.669,0.844,-3.774,0.122,0.0,0.219,0.266,127.067,progressivehouse
0.621,0.838,-5.28,0.0342,0.076,0.176,0.186,128.015,progressivehouse
0.509,0.79,-3.782,0.0374,6.67e-05,0.316,0.638,127.946,progressivehouse
0.57,0.789,-5.19,0.0575,0.193,0.0771,0.445,127.975,progressivehouse
0.554,0.879,-4.938,0.0688,3.92e-05,0.11,0.281,128.0,progressivehouse
0.58,0.824,-3.774,0.0766,0.0,0.115,0.254,126.951,progressivehouse
0.599,0.614,-6.573,0.0517,1.56e-06,0.117,0.122,128.044,progressivehouse
0.489,0.86,-4.214,0.0835,0.0,0.401,0.119,127.991,progressivehouse
0.377,0.75,-2.494,0.0667,0.0,0.123,0.116,128.02,progressivehouse
0.657,0.911,-6.109,0.0631,0.208,0.11,0.201,128.011,progressivehouse
0.562,0.882,-4.356,0.0604,0.123,0.55,0.694,125.985,progressivehouse
0.661,0.775,-5.06,0.0454,0.00381,0.124,0.502,126.013,progressivehouse
0.478,0.817,-5.077,0.038,0.00794,0.438,0.165,127.951,progressivehouse
0.57,0.792,-3.289,0.0583,0.0,0.144,0.117,127.943,progressivehouse
0.516,0.722,-5.203,0.0516,3.8e-05,0.323,0.0902,127.998,progressivehouse
0.469,0.726,-4.308,0.0398,1.86e-06,0.336,0.367,129.876,progressivehouse
0.597,0.842,-3.424,0.0352,6.38e-06,0.158,0.484,127.924,progressivehouse
0.434,0.862,-5.099,0.0445,0.00928,0.0976,0.134,125.95,progressivehouse
0.388,0.739,-3.744,0.0461,3.2e-05,0.276,0.147,128.0,progressivehouse
0.242,0.746,-4.496,0.0361,0.00397,0.107,0.128,127.997,progressivehouse
0.469,0.908,-3.886,0.185,8.5e-06,0.584,0.232,128.141,progressivehouse
0.427,0.85,-2.668,0.0359,8.28e-06,0.272,0.183,128.115,progressivehouse
0.454,0.726,-5.482,0.035,7.86e-05,0.0604,0.0971,127.926,progressivehouse
0.608,0.614,-3.727,0.0285,3.82e-06,0.157,0.402,127.885,progressivehouse
0.537,0.577,-8.635,0.0662,0.668,0.368,0.151,127.997,progressivehouse
0.426,0.841,-3.529,0.0546,0.0,0.421,0.05,129.982,progressivehouse
0.53,0.837,-3.369,0.081,0.0,0.46,0.289,127.994,progressivehouse
0.494,0.739,-4.61,0.0427,0.000368,0.0664,0.235,128.007,progressivehouse
0.689,0.88,-3.732,0.0491,0.000103,0.12,0.165,125.977,progressivehouse
0.732,0.592,-6.889,0.0681,0.0,0.13,0.156,128.008,progressivehouse
0.507,0.898,-4.686,0.0491,7.12e-06,0.101,0.329,128.031,progressivehouse
0.77,0.895,-8.102,0.0488,0.897,0.0455,0.68,120.986,techhouse
0.825,0.595,-9.393,0.0669,0.94,0.0578,0.0781,124.003,techhouse
0.795,0.897,-7.632,0.0559,0.65,0.274,0.947,125.988,techhouse
0.742,0.935,-7.695,0.0699,0.868,0.437,0.322,125.005,techhouse
0.841,0.849,-6.729,0.0665,0.0037,0.0693,0.668,126.99,techhouse
0.778,0.944,-8.899,0.0502,0.918,0.0941,0.249,127.98,techhouse
0.733,0.96,-3.884,0.066,0.482,0.0785,0.902,127.009,techhouse
0.731,0.836,-6.119,0.0406,0.411,0.349,0.572,126.06,techhouse
0.759,0.837,-4.71,0.045,0.895,0.0839,0.703,125.041,techhouse
0.648,0.979,-5.716,0.0684,0.578,0.0874,0.568,124.996,techhouse
0.825,0.876,-4.06,0.0697,0.022,0.357,0.397,126.025,techhouse
0.675,0.884,-10.98,0.0373,0.84,0.113,0.717,125.987,techhouse
0.797,0.859,-6.724,0.0862,0.711,0.0382,0.695,123.51,techhouse
0.757,0.827,-6.267,0.0592,0.473,0.202,0.757,127.979,techhouse
0.805,0.904,-6.717,0.0507,0.9,0.0396,0.501,126.0,techhouse
0.877,0.62,-9.069,0.0549,0.388,0.0549,0.296,120.997,techhouse
0.604,0.913,-6.387,0.046,0.782,0.185,0.385,125.964,techhouse
0.873,0.797,-5.488,0.085,0.00108,0.398,0.557,120.013,techhouse
0.806,0.906,-7.241,0.0549,0.909,0.0498,0.948,125.009,techhouse
0.678,0.922,-4.176,0.0505,6.57e-05,0.104,0.516,126.009,techhouse
0.802,0.813,-5.46,0.0508,0.821,0.136,0.193,123.004,techhouse
0.67,0.88,-6.891,0.0402,0.905,0.0596,0.234,124.015,techhouse
0.867,0.506,-7.097,0.0618,0.14,0.0695,0.801,125.003,techhouse
0.907,0.846,-7.43,0.055,0.189,0.102,0.164,123.016,techhouse
0.89,0.958,-4.955,0.0582,0.00203,0.0227,0.796,122.013,techhouse
0.816,0.41,-17.9,0.0715,0.843,0.114,0.509,125.802,techhouse
0.827,0.563,-7.509,0.185,0.00181,0.0821,0.703,129.976,techhouse
0.804,0.941,-5.67,0.0536,0.887,0.0318,0.891,124.011,techhouse
0.795,0.876,-7.348,0.0615,0.689,0.0865,0.0369,125.992,techhouse
0.803,0.795,-8.883,0.0605,0.651,0.0507,0.95,125.008,techhouse
0.769,0.885,-4.547,0.0542,0.463,0.0796,0.824,126.017,techhouse
0.824,0.805,-6.986,0.0828,0.801,0.409,0.368,125.964,techhouse
0.892,0.942,-6.196,0.047,0.0514,0.62,0.803,123.975,techhouse
0.805,0.905,-10.0,0.0773,0.915,0.105,0.166,126.003,techhouse
0.875,0.945,-7.564,0.0669,0.809,0.0802,0.761,128.982,techhouse
0.824,0.745,-5.49,0.0755,3.29e-05,0.198,0.888,125.013,techhouse
0.795,0.654,-8.2,0.0473,0.0792,0.148,0.0906,125.001,techhouse
0.817,0.861,-6.442,0.118,0.157,0.0722,0.71,124.007,techhouse
0.742,0.82,-5.123,0.212,0.000124,0.135,0.854,124.044,techhouse
0.76,0.925,-6.82,0.0433,0.128,0.0631,0.707,125.974,techhouse
0.723,0.919,-8.227,0.0445,0.735,0.0436,0.635,123.002,techhouse
0.843,0.665,-8.967,0.236,0.00284,0.0528,0.602,121.983,techhouse
0.874,0.869,-5.996,0.0315,0.00238,0.164,0.726,126.027,techhouse
0.851,0.742,-6.126,0.0377,0.256,0.111,0.236,123.033,techhouse
0.768,0.926,-7.733,0.0483,1.68e-05,0.161,0.521,126.002,techhouse
0.806,0.81,-4.927,0.0474,1.34e-05,0.12,0.82,120.028,techhouse
0.633,0.918,-6.471,0.086,0.00033,0.451,0.211,123.965,techhouse
0.795,0.876,-8.555,0.0469,0.246,0.352,0.922,126.036,techhouse
0.795,0.851,-8.386,0.0763,0.919,0.0646,0.605,129.079,techhouse
0.663,0.836,-6.752,0.0449,0.9,0.088,0.562,125.011,techhouse
0.793,0.876,-7.237,0.0529,0.694,0.0819,0.771,129.002,techhouse
0.768,0.937,-6.036,0.0501,0.712,0.0898,0.832,125.99,techhouse
0.726,0.786,-4.553,0.0506,1.12e-05,0.271,0.375,124.999,techhouse
0.824,0.881,-5.484,0.0528,0.903,0.591,0.951,122.004,techhouse
0.674,0.858,-7.839,0.145,0.762,0.125,0.202,124.018,techhouse
0.874,0.555,-8.342,0.182,0.851,0.0613,0.08,122.998,techhouse
0.776,0.942,-4.582,0.0559,0.76,0.118,0.27,123.944,techhouse
0.886,0.616,-7.105,0.0836,0.885,0.0987,0.0949,128.016,techhouse
0.732,0.801,-7.514,0.0516,0.801,0.33,0.865,123.986,techhouse
0.885,0.532,-7.396,0.0927,0.0829,0.0554,0.877,127.004,techhouse
0.653,0.803,-7.832,0.0616,0.000479,0.0654,0.408,128.057,techhouse
0.758,0.836,-6.934,0.0414,0.86,0.0616,0.154,124.01,techhouse
0.891,0.906,-6.146,0.156,0.00123,0.0366,0.7,125.047,techhouse
0.796,0.913,-8.197,0.0539,0.606,0.0755,0.337,125.006,techhouse
0.859,0.79,-7.329,0.0672,0.803,0.0751,0.777,124.993,techhouse
0.735,0.949,-3.734,0.084,0.561,0.347,0.557,125.03,techhouse
0.807,0.837,-7.097,0.0605,0.767,0.0621,0.911,127.025,techhouse
0.796,0.653,-7.629,0.0433,0.0719,0.0841,0.909,124.032,techhouse
0.715,0.923,-2.705,0.0552,0.219,0.358,0.19,126.03,techhouse
0.729,0.83,-6.991,0.0748,0.6,0.08,0.664,125.008,techhouse
0.821,0.956,-4.692,0.143,0.303,0.123,0.547,126.028,techhouse
0.742,0.95,-2.785,0.0848,0.000319,0.349,0.657,124.054,techhouse
0.779,0.863,-4.344,0.0395,0.884,0.127,0.851,126.019,techhouse
0.771,0.731,-6.574,0.0409,0.633,0.217,0.635,123.026,techhouse
0.645,0.956,-3.426,0.0488,0.0013,0.326,0.842,126.855,techhouse
0.729,0.941,-6.005,0.0453,0.379,0.33,0.767,125.052,techhouse
0.8,0.559,-7.777,0.0594,0.861,0.0597,0.803,125.992,techhouse
0.822,0.84,-4.89,0.156,0.0548,0.202,0.557,126.007,techhouse
0.862,0.902,-6.833,0.0698,0.00107,0.0319,0.692,125.986,techhouse
0.786,0.912,-5.29,0.109,0.842,0.23,0.27,123.004,techhouse
0.745,0.788,-7.438,0.0414,0.885,0.0835,0.11,128.005,techhouse
0.736,0.933,-7.208,0.0541,0.00589,0.337,0.811,128.009,techhouse
0.826,0.971,-4.444,0.0837,0.0523,0.0637,0.544,124.006,techhouse
0.863,0.724,-5.337,0.129,0.7,0.0309,0.674,124.005,techhouse
0.772,0.774,-6.941,0.051,0.656,0.228,0.423,126.025,techhouse
0.641,0.825,-8.022,0.0492,0.738,0.0709,0.576,129.002,techhouse
0.813,0.889,-8.512,0.0573,0.881,0.0592,0.539,126.005,techhouse
0.787,0.899,-5.371,0.122,0.712,0.071,0.582,125.998,techhouse
0.766,0.994,-4.392,0.0782,0.000704,0.328,0.477,126.026,techhouse
0.823,0.813,-8.527,0.0812,0.438,0.095,0.346,126.002,techhouse
0.808,0.958,-5.602,0.0658,0.926,0.0773,0.773,127.002,techhouse
0.842,0.811,-6.476,0.109,0.176,0.0702,0.594,125.995,techhouse
0.92,0.538,-6.625,0.146,0.941,0.0677,0.318,125.981,techhouse
